insider,vector,date,user,source,action
0,2,-9223372036855,549,676,-1
0,2,-9223372036855,457,47,1062
0,2,-9223372036855,413,590,-1
0,2,-9223372036855,401,462,1062
0,2,-9223372036855,103,264,-1
0,2,-9223372036855,514,496,-1
0,2,-9223372036855,158,272,-1
0,2,-9223372036855,593,464,-1
0,2,-9223372036855,91,387,-1
0,2,-9223372036855,710,179,-1
0,2,-9223372036855,442,488,1062
0,2,-9223372036855,401,462,-1
0,2,-9223372036855,553,490,1062
0,2,-9223372036855,191,775,1062
0,2,-9223372036855,311,22,1062
0,2,-9223372036855,593,464,1062
0,2,-9223372036855,442,488,-1
0,2,-9223372036855,377,646,-1
0,2,-9223372036855,103,264,1062
0,2,-9223372036855,191,775,-1
0,2,-9223372036855,62,209,-1
0,2,-9223372036855,551,288,1062
0,2,-9223372036855,481,173,-1
0,2,-9223372036855,691,178,1062
0,2,-9223372036855,311,22,-1
0,2,-9223372036855,103,264,-1
0,2,-9223372036855,725,558,1062
0,2,-9223372036855,507,486,1062
0,2,-9223372036855,725,558,-1
0,2,-9223372036855,553,490,-1
0,2,-9223372036855,551,288,-1
0,2,-9223372036855,473,834,-1
0,2,-9223372036855,371,101,1062
0,2,-9223372036855,568,267,1062
0,2,-9223372036855,691,178,-1
0,2,-9223372036855,673,821,1062
0,2,-9223372036855,424,108,-1
0,2,-9223372036855,673,821,-1
0,2,-9223372036855,751,379,-1
0,2,-9223372036855,507,486,-1
0,2,-9223372036855,593,464,-1
0,2,-9223372036855,751,379,1062
0,2,-9223372036855,751,379,-1
0,2,-9223372036855,617,601,1062
0,2,-9223372036855,593,464,1062
0,2,-9223372036855,624,842,-1
0,2,-9223372036855,243,301,-1
0,2,-9223372036855,658,351,1062
0,2,-9223372036855,424,108,1062
0,2,-9223372036855,568,267,-1
0,2,-9223372036855,119,727,1062
0,2,-9223372036855,119,727,-1
0,2,-9223372036855,728,843,1062
0,2,-9223372036855,593,464,-1
0,2,-9223372036855,633,277,1062
0,2,-9223372036855,371,101,-1
0,2,-9223372036855,464,602,1062
0,2,-9223372036855,328,87,1062
0,2,-9223372036855,593,464,1062
0,2,-9223372036855,728,843,-1
0,2,-9223372036855,633,277,-1
0,2,-9223372036855,593,464,-1
0,2,-9223372036855,593,464,1062
0,2,-9223372036855,553,490,1062
0,2,-9223372036855,470,771,1062
0,2,-9223372036855,470,771,-1
0,2,-9223372036855,464,602,-1
0,2,-9223372036855,593,464,-1
0,2,-9223372036855,473,834,1062
0,2,-9223372036855,553,490,-1
0,2,-9223372036855,177,468,1062
0,2,-9223372036855,658,351,-1
0,2,-9223372036855,483,844,1062
0,2,-9223372036855,457,47,-1
0,2,-9223372036855,617,601,-1
0,2,-9223372036855,243,301,1062
0,2,-9223372036855,243,301,-1
0,2,-9223372036855,328,87,-1
0,2,-9223372036855,416,620,1062
0,2,-9223372036855,416,620,-1
0,2,-9223372036855,473,834,-1
0,2,-9223372036855,483,844,-1
0,2,-9223372036855,673,821,1062
0,2,-9223372036855,715,812,1062
0,2,-9223372036855,177,468,-1
0,2,-9223372036855,408,306,1062
0,2,-9223372036855,673,821,-1
0,2,-9223372036855,728,843,1062
0,2,-9223372036855,424,108,-1
0,2,-9223372036855,715,812,-1
0,2,-9223372036855,137,515,1062
0,2,-9223372036855,422,13,1062
0,2,-9223372036855,408,306,-1
0,2,-9223372036855,137,515,-1
0,2,-9223372036855,728,843,-1
0,2,-9223372036855,483,844,1062
0,2,-9223372036855,483,844,-1
0,2,-9223372036855,408,306,1062
0,2,-9223372036855,408,306,-1
0,2,-9223372036855,234,761,1062
0,2,-9223372036855,234,761,-1
0,2,-9223372036855,422,13,-1
0,2,-9223372036855,557,503,1062
0,2,-9223372036855,119,823,1062
0,2,-9223372036855,119,823,-1
0,2,-9223372036855,557,503,-1
0,2,-9223372036855,164,396,1062
0,2,-9223372036855,164,396,-1
0,2,-9223372036855,660,9,1062
0,2,-9223372036855,660,9,-1
0,2,-9223372036855,280,345,1062
0,2,-9223372036855,280,345,-1
0,2,-9223372036855,660,651,1062
0,2,-9223372036855,660,651,-1
0,2,-9223372036855,234,183,1062
0,2,-9223372036855,234,183,-1
0,2,-9223372036855,119,692,1062
0,2,-9223372036855,119,692,-1
0,2,-9223372036855,649,647,1062
0,2,-9223372036855,649,647,-1
0,2,-9223372036855,290,476,1062
0,2,-9223372036855,290,476,-1
0,2,-9223372036855,400,108,1062
0,2,-9223372036855,400,108,-1
0,2,-9223372036855,137,98,1062
0,2,-9223372036855,714,460,1062
0,2,-9223372036855,137,98,-1
0,2,-9223372036855,714,460,-1
0,2,-9223372036855,37,16,1062
0,2,-9223372036855,37,16,-1
0,2,-9223372036855,290,375,1062
0,2,-9223372036855,290,375,-1
0,2,-9223372036855,223,831,1062
0,2,-9223372036855,223,831,-1
0,2,-9223372036855,633,698,1062
0,2,-9223372036855,633,698,-1
0,2,-9223372036855,223,394,1062
0,2,-9223372036855,223,394,-1
0,2,-9223372036855,167,808,1062
0,2,-9223372036855,167,808,-1
0,2,-9223372036855,649,802,1062
0,2,-9223372036855,649,802,-1
0,2,-9223372036855,223,210,1062
0,2,-9223372036855,223,210,-1
0,2,-9223372036855,164,275,1062
0,2,-9223372036855,164,275,-1
0,2,1262653626000,280,373,1062
0,2,1262653627000,280,373,-1
0,2,1262658867000,137,49,1062
0,2,1262658985000,137,49,-1
0,2,1262659910000,119,669,1062
0,2,1262659921000,119,669,-1
0,2,1262660351000,290,556,1062
0,2,1262660357000,290,556,-1
0,2,1262664150000,280,31,1062
0,2,1262664261000,280,31,-1
0,2,1262665166000,671,354,1062
0,2,1262665251000,671,354,-1
0,2,1262665434000,633,822,1062
0,2,1262666137000,633,822,-1
0,2,1262666312000,416,202,1062
0,2,1262666373000,416,202,-1
0,2,1262666465000,234,723,1062
0,2,1262666466000,234,723,-1
0,2,1262667795000,416,538,1062
0,2,1262668213000,416,538,-1
0,2,1262669306000,234,171,1062
0,2,1262669308000,234,171,-1
0,2,1262669700000,290,666,1062
0,2,1262669791000,290,666,-1
0,2,1262670757000,633,793,1062
0,2,1262670805000,633,793,-1
0,2,1262671922000,290,717,1062
0,2,1262671931000,290,717,-1
0,2,1262673238000,400,505,1062
0,2,1262673457000,400,505,-1
0,2,1262673575000,280,783,1062
0,2,1262673687000,280,783,-1
0,2,1262674039000,119,388,1062
0,2,1262674089000,119,388,-1
0,2,1262675032000,671,239,1062
0,2,1262675195000,137,362,1062
0,2,1262675196000,137,362,-1
0,2,1262675258000,671,239,-1
0,2,1262675587000,356,504,1062
0,2,1262675597000,356,504,-1
0,2,1262675707000,303,674,1062
0,2,1262676129000,633,729,1062
0,2,1262676156000,234,134,1062
0,2,1262676177000,633,729,-1
0,2,1262676194000,189,79,1062
0,2,1262676211000,234,134,-1
0,2,1262676297000,37,73,1062
0,2,1262676308000,37,73,-1
0,2,1262676393000,318,389,1062
0,2,1262676700000,318,389,-1
0,2,1262676769000,303,674,-1
0,2,1262676848000,303,674,1062
0,2,1262676925000,357,519,1062
0,2,1262676962000,633,427,1062
0,2,1262676967000,633,427,-1
0,2,1262677076000,37,753,1062
0,2,1262677082000,491,720,1062
0,2,1262677192000,303,674,-1
0,2,1262677207000,37,753,-1
0,2,1262677408000,516,238,1062
0,2,1262677507000,74,718,1062
0,2,1262677560000,272,273,1062
0,2,1262677587000,272,273,-1
0,2,1262677787000,354,378,1062
0,2,1262677866000,322,559,1062
0,2,1262677916000,516,238,-1
0,2,1262678029000,516,238,1062
0,2,1262678056000,491,720,-1
0,2,1262678066000,745,573,1062
0,2,1262678085000,738,763,1062
0,2,1262678124000,74,718,-1
0,2,1262678126000,105,817,1062
0,2,1262678126000,499,621,1062
0,2,1262678135000,489,7,1062
0,2,1262678145000,189,79,-1
0,2,1262678233000,489,7,-1
0,2,1262678248000,492,837,1062
0,2,1262678264000,357,519,-1
0,2,1262678298000,240,258,1062
0,2,1262678328000,45,570,1062
0,2,1262678370000,189,79,1062
0,2,1262678503000,594,798,1062
0,2,1262678551000,153,540,1062
0,2,1262678603000,499,621,-1
0,2,1262678609000,354,378,-1
0,2,1262678630000,745,573,-1
0,2,1262678732000,185,320,1062
0,2,1262678747000,532,333,1062
0,2,1262678758000,153,540,-1
0,2,1262678814000,197,352,1062
0,2,1262678818000,189,79,-1
0,2,1262678887000,185,320,-1
0,2,1262678918000,281,418,1062
0,2,1262678930000,354,378,1062
0,2,1262678940000,594,798,-1
0,2,1262678947000,46,732,1062
0,2,1262679113000,671,768,1062
0,2,1262679140000,45,570,-1
0,2,1262679187000,499,621,1062
0,2,1262679193000,671,768,-1
0,2,1262679229000,267,426,1062
0,2,1262679240000,516,238,-1
0,2,1262679253000,606,286,1062
0,2,1262679314000,298,164,1062
0,2,1262679320000,240,258,-1
0,2,1262679350000,393,62,1062
0,2,1262679359000,410,583,1062
0,2,1262679363000,91,387,1062
0,2,1262679363000,105,817,-1
0,2,1262679367000,469,553,1062
0,2,1262679374000,492,837,-1
0,2,1262679394000,354,378,-1
0,2,1262679410000,185,320,1062
0,2,1262679435000,436,772,1062
0,2,1262679442000,245,691,1062
0,2,1262679461000,382,505,1062
0,2,1262679477000,711,43,1062
0,2,1262679494000,439,184,1062
0,2,1262679503000,745,573,1062
0,2,1262679506000,670,83,1062
0,2,1262679521000,678,191,1062
0,2,1262679540000,107,730,1062
0,2,1262679543000,185,320,-1
0,2,1262679554000,189,79,1062
0,2,1262679557000,111,366,1062
0,2,1262679559000,499,621,-1
0,2,1262679583000,185,320,1062
0,2,1262679586000,745,573,-1
0,2,1262679600000,711,43,-1
0,2,1262679624000,185,320,-1
0,2,1262679638000,245,691,-1
0,2,1262679646000,185,320,1062
0,2,1262679677000,309,819,1062
0,2,1262679679000,489,7,1062
0,2,1262679707000,189,79,-1
0,2,1262679734000,236,810,1062
0,2,1262679734000,354,378,1062
0,2,1262679738000,382,505,-1
0,2,1262679763000,185,320,-1
0,2,1262679763000,739,266,1062
0,2,1262679792000,424,108,1062
0,2,1262679806000,231,207,1062
0,2,1262679822000,304,708,1062
0,2,1262679839000,627,777,1062
0,2,1262679857000,267,426,-1
0,2,1262679858000,304,708,-1
0,2,1262679867000,45,570,1062
0,2,1262679901000,111,366,-1
0,2,1262679921000,185,320,1062
0,2,1262679941000,606,286,-1
0,2,1262679966000,678,191,-1
0,2,1262680021000,401,462,1062
0,2,1262680028000,483,844,1062
0,2,1262680035000,45,570,-1
0,2,1262680084000,615,568,1062
0,2,1262680119000,245,691,1062
0,2,1262680127000,354,378,-1
0,2,1262680144000,374,11,1062
0,2,1262680239000,185,320,-1
0,2,1262680256000,354,378,1062
0,2,1262680262000,597,169,1062
0,2,1262680286000,647,44,1062
0,2,1262680316000,491,720,1062
0,2,1262680316000,696,662,1062
0,2,1262680317000,436,772,-1
0,2,1262680328000,532,333,-1
0,2,1262680337000,364,233,1062
0,2,1262680337000,565,487,1062
0,2,1262680361000,354,378,-1
0,2,1262680371000,745,573,1062
0,2,1262680375000,91,387,-1
0,2,1262680398000,185,320,1062
0,2,1262680444000,596,803,1062
0,2,1262680448000,745,573,-1
0,2,1262680492000,185,320,-1
0,2,1262680507000,185,320,1062
0,2,1262680508000,354,378,1062
0,2,1262680511000,91,387,1062
0,2,1262680534000,185,320,-1
0,2,1262680549000,46,732,-1
0,2,1262680569000,738,763,-1
0,2,1262680574000,483,844,-1
0,2,1262680612000,185,320,1062
0,2,1262680627000,62,209,1062
0,2,1262680628000,185,320,-1
0,2,1262680638000,107,730,-1
0,2,1262680667000,495,141,1062
0,2,1262680671000,493,311,1062
0,2,1262680681000,734,143,1062
0,2,1262680699000,495,141,-1
0,2,1262680708000,41,746,1062
0,2,1262680764000,236,810,-1
0,2,1262680845000,127,665,1062
0,2,1262680869000,303,674,1062
0,2,1262680869000,740,433,1062
0,2,1262680879000,647,44,-1
0,2,1262680886000,507,486,1062
0,2,1262680893000,231,207,-1
0,2,1262680912000,673,821,1062
0,2,1262680927000,364,233,-1
0,2,1262680937000,410,583,-1
0,2,1262680949000,493,311,-1
0,2,1262680967000,322,559,-1
0,2,1262680973000,401,462,-1
0,2,1262681017000,495,141,1062
0,2,1262681022000,15,112,1062
0,2,1262681060000,201,455,1062
0,2,1262681070000,267,426,1062
0,2,1262681092000,436,772,1062
0,2,1262681093000,625,402,1062
0,2,1262681107000,577,762,1062
0,2,1262681127000,549,676,1062
0,2,1262681144000,491,720,-1
0,2,1262681145000,185,320,1062
0,2,1262681169000,201,455,-1
0,2,1262681170000,354,378,-1
0,2,1262681189000,745,573,1062
0,2,1262681195000,549,676,-1
0,2,1262681228000,577,762,-1
0,2,1262681229000,597,169,-1
0,2,1262681241000,489,7,-1
0,2,1262681243000,406,36,1062
0,2,1262681261000,469,553,-1
0,2,1262681265000,565,487,-1
0,2,1262681291000,597,169,1062
0,2,1262681298000,27,539,1062
0,2,1262681301000,304,708,1062
0,2,1262681320000,436,772,-1
0,2,1262681337000,739,266,-1
0,2,1262681372000,495,141,-1
0,2,1262681411000,102,367,1062
0,2,1262681418000,393,62,-1
0,2,1262681449000,185,320,-1
0,2,1262681470000,27,539,-1
0,2,1262681483000,615,568,-1
0,2,1262681493000,521,431,1062
0,2,1262681540000,48,343,1062
0,2,1262681541000,576,441,1062
0,2,1262681546000,623,463,1062
0,2,1262681562000,245,691,-1
0,2,1262681580000,597,169,-1
0,2,1262681601000,596,803,-1
0,2,1262681607000,303,674,-1
0,2,1262681618000,186,658,1062
0,2,1262681619000,258,567,1062
0,2,1262681641000,627,777,-1
0,2,1262681650000,102,367,-1
0,2,1262681687000,258,567,-1
0,2,1262681688000,309,819,-1
0,2,1262681709000,483,844,1062
0,2,1262681741000,734,143,-1
0,2,1262681746000,91,387,-1
0,2,1262681749000,382,505,1062
0,2,1262681786000,258,567,1062
0,2,1262681793000,188,544,1062
0,2,1262681836000,258,567,-1
0,2,1262681841000,306,680,1062
0,2,1262681845000,514,496,1062
0,2,1262681868000,281,418,-1
0,2,1262681880000,354,378,1062
0,2,1262681898000,298,164,-1
0,2,1262681917000,45,570,1062
0,2,1262681969000,107,730,1062
0,2,1262682017000,354,378,-1
0,2,1262682033000,188,544,-1
0,2,1262682049000,382,505,-1
0,2,1262682051000,596,803,1062
0,2,1262682054000,625,402,-1
0,2,1262682056000,672,624,1062
0,2,1262682061000,483,844,-1
0,2,1262682073000,406,36,-1
0,2,1262682079000,207,19,1062
0,2,1262682087000,105,817,1062
0,2,1262682095000,710,179,1062
0,2,1262682121000,170,349,1062
0,2,1262682126000,48,343,-1
0,2,1262682128000,258,567,1062
0,2,1262682147000,41,746,-1
0,2,1262682156000,408,306,1062
0,2,1262682173000,469,553,1062
0,2,1262682181000,406,36,1062
0,2,1262682182000,711,43,1062
0,2,1262682219000,745,573,-1
0,2,1262682226000,186,658,-1
0,2,1262682228000,0,454,1062
0,2,1262682267000,249,657,1062
0,2,1262682271000,259,34,1062
0,2,1262682278000,132,592,1062
0,2,1262682283000,576,441,-1
0,2,1262682300000,711,43,-1
0,2,1262682302000,197,352,-1
0,2,1262682322000,710,179,-1
0,2,1262682346000,594,798,1062
0,2,1262682395000,68,319,1062
0,2,1262682411000,530,576,1062
0,2,1262682425000,258,567,-1
0,2,1262682425000,549,676,1062
0,2,1262682437000,514,496,-1
0,2,1262682450000,401,462,1062
0,2,1262682497000,329,324,1062
0,2,1262682501000,623,463,-1
0,2,1262682528000,107,730,-1
0,2,1262682547000,80,134,1062
0,2,1262682573000,606,286,1062
0,2,1262682579000,374,11,-1
0,2,1262682606000,596,803,-1
0,2,1262682621000,597,169,1062
0,2,1262682624000,259,34,-1
0,2,1262682654000,123,528,1062
0,2,1262682657000,132,592,-1
0,2,1262682659000,483,844,1062
0,2,1262682663000,68,319,-1
0,2,1262682670000,507,486,-1
0,2,1262682692000,80,134,-1
0,2,1262682696000,170,349,-1
0,2,1262682757000,585,751,1062
0,2,1262682794000,262,329,1062
0,2,1262682824000,329,324,-1
0,2,1262682836000,231,207,1062
0,2,1262682868000,410,583,1062
0,2,1262682879000,406,36,-1
0,2,1262682885000,483,844,-1
0,2,1262682889000,329,324,1062
0,2,1262682891000,593,464,1062
0,2,1262682921000,530,576,-1
0,2,1262682935000,499,621,1062
0,2,1262682973000,576,441,1062
0,2,1262682977000,15,112,-1
0,2,1262682982000,597,169,-1
0,2,1262682995000,57,740,1062
0,2,1262683031000,593,464,-1
0,2,1262683051000,127,665,-1
0,2,1262683061000,303,674,1062
0,2,1262683065000,532,333,1062
0,2,1262683072000,105,817,-1
0,2,1262683095000,585,751,-1
0,2,1262683113000,45,570,-1
0,2,1262683164000,549,676,-1
0,2,1262683169000,410,583,-1
0,2,1262683175000,576,441,-1
0,2,1262683186000,244,470,1062
0,2,1262683213000,355,423,1062
0,2,1262683236000,409,376,1062
0,2,1262683281000,303,674,-1
0,2,1262683285000,74,718,1062
0,2,1262683305000,329,324,-1
0,2,1262683305000,675,778,1062
0,2,1262683314000,672,624,-1
0,2,1262683318000,424,108,-1
0,2,1262683338000,491,720,1062
0,2,1262683339000,249,657,-1
0,2,1262683344000,499,621,-1
0,2,1262683346000,57,740,-1
0,2,1262683364000,439,184,-1
0,2,1262683366000,690,824,1062
0,2,1262683374000,304,708,-1
0,2,1262683379000,74,718,-1
0,2,1262683381000,100,297,1062
0,2,1262683385000,489,7,1062
0,2,1262683395000,227,608,1062
0,2,1262683398000,62,209,-1
0,2,1262683399000,188,544,1062
0,2,1262683463000,328,87,1062
0,2,1262683482000,673,821,-1
0,2,1262683508000,740,433,-1
0,2,1262683530000,267,426,-1
0,2,1262683556000,521,431,-1
0,2,1262683572000,637,541,1062
0,2,1262683574000,205,726,1062
0,2,1262683575000,606,286,-1
0,2,1262683593000,272,273,1062
0,2,1262683601000,586,826,1062
0,2,1262683605000,401,462,-1
0,2,1262683608000,507,486,1062
0,2,1262683611000,637,541,-1
0,2,1262683642000,646,271,1062
0,2,1262683656000,712,467,1062
0,2,1262683683000,311,22,1062
0,2,1262683741000,482,97,1062
0,2,1262683768000,675,778,-1
0,2,1262683775000,0,454,-1
0,2,1262683793000,62,209,1062
0,2,1262683818000,408,306,-1
0,2,1262683855000,514,496,1062
0,2,1262683860000,469,553,-1
0,2,1262683876000,672,624,1062
0,2,1262683909000,240,258,1062
0,2,1262683919000,382,505,1062
0,2,1262683921000,311,22,-1
0,2,1262683922000,672,624,-1
0,2,1262683928000,530,576,1062
0,2,1262683933000,205,726,-1
0,2,1262683948000,424,108,1062
0,2,1262683957000,311,22,1062
0,2,1262683959000,68,319,1062
0,2,1262683962000,606,286,1062
0,2,1262683963000,272,273,-1
0,2,1262683967000,306,680,-1
0,2,1262683978000,382,505,-1
0,2,1262683980000,750,766,1062
0,2,1262684011000,696,662,-1
0,2,1262684056000,111,366,1062
0,2,1262684088000,231,207,-1
0,2,1262684092000,393,62,1062
0,2,1262684095000,170,349,1062
0,2,1262684170000,191,775,1062
0,2,1262684175000,491,720,-1
0,2,1262684182000,473,834,1062
0,2,1262684202000,310,212,1062
0,2,1262684219000,594,798,-1
0,2,1262684224000,409,376,-1
0,2,1262684261000,661,499,1062
0,2,1262684277000,30,403,1062
0,2,1262684318000,393,62,-1
0,2,1262684339000,507,486,-1
0,2,1262684352000,45,570,1062
0,2,1262684355000,355,423,-1
0,2,1262684416000,532,333,-1
0,2,1262684431000,48,343,1062
0,2,1262684435000,491,720,1062
0,2,1262684457000,170,349,-1
0,2,1262684495000,559,563,1062
0,2,1262684501000,606,286,-1
0,2,1262684505000,498,342,1062
0,2,1262684511000,328,87,-1
0,2,1262684525000,45,570,-1
0,2,1262684530000,207,19,-1
0,2,1262684590000,300,419,1062
0,2,1262684598000,751,379,1062
0,2,1262684605000,259,34,1062
0,2,1262684612000,469,553,1062
0,2,1262684636000,311,22,-1
0,2,1262684638000,107,730,1062
0,2,1262684643000,498,342,-1
0,2,1262684657000,6,701,1062
0,2,1262684715000,711,43,1062
0,2,1262684716000,188,544,-1
0,2,1262684723000,751,379,-1
0,2,1262684728000,473,834,-1
0,2,1262684772000,489,7,-1
0,2,1262684819000,559,563,-1
0,2,1262684830000,750,766,-1
0,2,1262684846000,499,621,1062
0,2,1262684858000,240,258,-1
0,2,1262684863000,491,720,-1
0,2,1262684871000,328,87,1062
0,2,1262684871000,537,285,1062
0,2,1262684902000,728,843,1062
0,2,1262684949000,670,83,-1
0,2,1262685026000,514,496,-1
0,2,1262685036000,111,366,-1
0,2,1262685039000,6,701,-1
0,2,1262685041000,682,508,1062
0,2,1262685049000,236,810,1062
0,2,1262685052000,48,343,-1
0,2,1262685074000,123,528,-1
0,2,1262685084000,348,138,1062
0,2,1262685085000,150,672,1062
0,2,1262685089000,259,34,-1
0,2,1262685097000,464,602,1062
0,2,1262685129000,739,266,1062
0,2,1262685246000,712,467,-1
0,2,1262685253000,489,7,1062
0,2,1262685309000,123,528,1062
0,2,1262685341000,751,379,1062
0,2,1262685360000,646,271,-1
0,2,1262685373000,244,470,-1
0,2,1262685394000,30,403,-1
0,2,1262685430000,530,576,-1
0,2,1262685435000,516,238,1062
0,2,1262685437000,103,264,1062
0,2,1262685440000,516,238,-1
0,2,1262685443000,464,602,-1
0,2,1262685519000,6,701,1062
0,2,1262685559000,123,528,-1
0,2,1262685566000,103,264,-1
0,2,1262685575000,499,621,-1
0,2,1262685586000,549,676,1062
0,2,1262685590000,62,209,-1
0,2,1262685597000,673,821,1062
0,2,1262685603000,311,22,1062
0,2,1262685605000,19,577,1062
0,2,1262685619000,6,701,-1
0,2,1262685626000,176,4,1062
0,2,1262685647000,406,36,1062
0,2,1262685661000,489,7,-1
0,2,1262685666000,469,553,-1
0,2,1262685669000,537,285,-1
0,2,1262685676000,128,107,1062
0,2,1262685690000,204,58,1062
0,2,1262685691000,262,329,-1
0,2,1262685725000,103,264,1062
0,2,1262685733000,294,221,1062
0,2,1262685755000,94,89,1062
0,2,1262685755000,107,730,-1
0,2,1262685758000,93,710,1062
0,2,1262685762000,328,87,-1
0,2,1262685762000,417,656,1062
0,2,1262685777000,204,58,-1
0,2,1262685794000,94,89,-1
0,2,1262685811000,93,710,-1
0,2,1262685815000,304,708,1062
0,2,1262685836000,304,708,-1
0,2,1262685861000,424,108,-1
0,2,1262685880000,204,58,1062
0,2,1262685880000,348,138,-1
0,2,1262685909000,711,43,-1
0,2,1262685940000,74,718,1062
0,2,1262685990000,191,775,-1
0,2,1262686010000,481,173,1062
0,2,1262686011000,311,22,-1
0,2,1262686013000,204,58,-1
0,2,1262686030000,409,376,1062
0,2,1262686061000,46,732,1062
0,2,1262686096000,91,387,1062
0,2,1262686097000,341,382,1062
0,2,1262686112000,675,778,1062
0,2,1262686117000,528,399,1062
0,2,1262686151000,576,441,1062
0,2,1262686153000,204,58,1062
0,2,1262686162000,553,490,1062
0,2,1262686237000,46,732,-1
0,2,1262686258000,436,772,1062
0,2,1262686273000,68,319,-1
0,2,1262686275000,406,36,-1
0,2,1262686280000,739,266,-1
0,2,1262686307000,150,672,-1
0,2,1262686313000,682,508,-1
0,2,1262686324000,367,119,1062
0,2,1262686327000,436,772,-1
0,2,1262686332000,586,826,-1
0,2,1262686333000,74,718,-1
0,2,1262686352000,549,676,-1
0,2,1262686358000,426,566,1062
0,2,1262686384000,272,273,1062
0,2,1262686388000,576,441,-1
0,2,1262686409000,141,244,1062
0,2,1262686422000,341,382,-1
0,2,1262686447000,100,297,-1
0,2,1262686447000,103,264,-1
0,2,1262686480000,690,824,-1
0,2,1262686536000,530,576,1062
0,2,1262686556000,606,286,1062
0,2,1262686560000,675,778,-1
0,2,1262686601000,103,264,1062
0,2,1262686615000,311,22,1062
0,2,1262686627000,128,107,-1
0,2,1262686632000,473,834,1062
0,2,1262686634000,46,732,1062
0,2,1262686669000,406,36,1062
0,2,1262686671000,300,419,-1
0,2,1262686672000,15,112,1062
0,2,1262686674000,204,58,-1
0,2,1262686721000,204,58,1062
0,2,1262686736000,19,577,-1
0,2,1262686743000,328,87,1062
0,2,1262686786000,708,599,1062
0,2,1262686802000,204,58,-1
0,2,1262686839000,728,843,-1
0,2,1262686863000,204,58,1062
0,2,1262686865000,15,112,-1
0,2,1262686873000,473,834,-1
0,2,1262686891000,57,740,1062
0,2,1262686906000,204,58,-1
0,2,1262686908000,204,58,1062
0,2,1262686933000,204,58,-1
0,2,1262686945000,409,376,-1
0,2,1262686968000,41,746,1062
0,2,1262686997000,708,599,-1
0,2,1262687033000,406,36,-1
0,2,1262687034000,103,264,-1
0,2,1262687057000,424,108,1062
0,2,1262687084000,204,58,1062
0,2,1262687096000,186,658,1062
0,2,1262687203000,258,567,1062
0,2,1262687219000,258,567,-1
0,2,1262687226000,204,58,-1
0,2,1262687229000,577,762,1062
0,2,1262687267000,240,258,1062
0,2,1262687268000,672,624,1062
0,2,1262687271000,728,843,1062
0,2,1262687299000,328,87,-1
0,2,1262687311000,442,488,1062
0,2,1262687312000,553,490,-1
0,2,1262687317000,464,602,1062
0,2,1262687336000,135,385,1062
0,2,1262687351000,176,4,-1
0,2,1262687383000,642,820,1062
0,2,1262687390000,498,342,1062
0,2,1262687393000,311,22,-1
0,2,1262687398000,17,769,1062
0,2,1262687420000,710,179,1062
0,2,1262687433000,204,58,1062
0,2,1262687440000,19,577,1062
0,2,1262687443000,57,740,-1
0,2,1262687443000,710,179,-1
0,2,1262687484000,528,399,-1
0,2,1262687498000,111,366,1062
0,2,1262687536000,322,559,1062
0,2,1262687539000,204,58,-1
0,2,1262687551000,332,782,1062
0,2,1262687564000,111,366,-1
0,2,1262687564000,739,266,1062
0,2,1262687565000,696,662,1062
0,2,1262687592000,675,778,1062
0,2,1262687624000,272,273,-1
0,2,1262687629000,36,180,1062
0,2,1262687629000,675,778,-1
0,2,1262687647000,188,544,1062
0,2,1262687656000,577,762,-1
0,2,1262687658000,737,336,1062
0,2,1262687666000,135,385,-1
0,2,1262687681000,322,559,-1
0,2,1262687731000,424,108,-1
0,2,1262687761000,482,97,-1
0,2,1262687762000,576,441,1062
0,2,1262687780000,68,319,1062
0,2,1262687798000,617,601,1062
0,2,1262687822000,327,126,1062
0,2,1262687853000,303,674,1062
0,2,1262687853000,576,441,-1
0,2,1262687871000,409,376,1062
0,2,1262687872000,737,336,-1
0,2,1262687968000,617,601,-1
0,2,1262688013000,642,820,-1
0,2,1262688022000,174,278,1062
0,2,1262688024000,549,676,1062
0,2,1262688025000,426,566,-1
0,2,1262688056000,19,577,-1
0,2,1262688075000,442,488,-1
0,2,1262688081000,606,286,-1
0,2,1262688088000,328,87,1062
0,2,1262688115000,751,379,-1
0,2,1262688116000,426,566,1062
0,2,1262688151000,530,576,-1
0,2,1262688159000,240,258,-1
0,2,1262688165000,530,576,1062
0,2,1262688176000,236,810,-1
0,2,1262688185000,41,746,-1
0,2,1262688186000,571,756,1062
0,2,1262688198000,303,674,-1
0,2,1262688205000,507,486,1062
0,2,1262688234000,259,34,1062
0,2,1262688277000,710,179,1062
0,2,1262688331000,410,583,1062
0,2,1262688364000,549,676,-1
0,2,1262688379000,227,608,-1
0,2,1262688382000,367,119,-1
0,2,1262688409000,658,351,1062
0,2,1262688416000,499,621,1062
0,2,1262688425000,493,311,1062
0,2,1262688442000,673,821,-1
0,2,1262688471000,54,639,1062
0,2,1262688489000,675,778,1062
0,2,1262688492000,561,59,1062
0,2,1262688503000,737,336,1062
0,2,1262688517000,464,602,-1
0,2,1262688523000,243,301,1062
0,2,1262688530000,507,486,-1
0,2,1262688532000,426,566,-1
0,2,1262688548000,54,639,-1
0,2,1262688549000,410,583,-1
0,2,1262688551000,68,319,-1
0,2,1262688554000,491,720,1062
0,2,1262688556000,737,336,-1
0,2,1262688561000,327,126,-1
0,2,1262688565000,498,342,-1
0,2,1262688583000,186,658,-1
